filename,start,desc,split
-Ln9HQ6lLtI,50,cat meowing,train
-LnO0gwFvTU,30,playing accordion,train
-LrNmB50-nA,30,playing acoustic guitar,train
-Lv5fxNekGo,27,playing cornet,train
-Lv5fxNekGo,30,playing trumpet,train
-LzsgrGPV6o,30,machine gun shooting,train
-M4h78e4EOY,30,car passing by,train
-M8qt69nljE,30,turkey gobbling,train
-M8qt69nljE,59,turkey gobbling,train
-M9But-Hb_A,1,crow cawing,train
-M9But-Hb_A,16,crow cawing,train
-MBivbS4-m8,10,people cheering,train
-MESuxzl6h0,0,playing double bass,train
-MEVa0-GS_E,30,"engine accelerating, revving, vroom",train
-MHf8CqWM9o,210,"pigeon, dove cooing",train
-MIwX2AaUas,158,chopping food,test
-MJDUbKjyHA,2,car engine knocking,train
-MJDUbKjyHA,39,car engine knocking,train
-MXl8VJ6dUw,30,car passing by,train
-MaR9RbXywQ,150,playing harp,train
-McJLXNN3-o,50,skateboarding,train
-Mddauh3c9Y,20,using sewing machines,train
-MfdheNNoKU,20,basketball bounce,train
-MhRjqy2pZg,127,cat hissing,train
-MixfkIwVwk,230,"bee, wasp, etc. buzzing",train
-Mlyn0bfTuc,19,mouse clicking,train
-Mms9VsTdQc,30,goose honking,train
-Mqa-jaS9SU,10,police car (siren),train
-Mspe010C24,3,dog growling,train
-MteafYyN-o,30,playing electric guitar,train
-N00SskHxS4,529,playing bugle,test
-N7agmTO-Q4,30,playing clarinet,train
-NCD5jfkapA,30,"playing violin, fiddle",train
-NGTv0zfA20,28,car engine knocking,train
-NI_CnVFhJ4,30,playing bass guitar,train
-NIn6i4N78k,181,playing bongo,train
-NQl3o-CGwY,98,elk bugling,test
-NT3upNNQU8,30,playing electric guitar,train
-NVmi0Uk0UY,81,playing bassoon,train
-NW2pPAToFM,0,toilet flushing,train
-N_b820Xa_U,30,playing electric guitar,train
-N_dNiJ7_Ng,240,goose honking,train
-NbGhE9wWbU,2,playing oboe,train
-NePVwDgh_s,30,male singing,train
-NjgcJdUULY,162,people eating noodle,train
-NjhRZWnryk,66,hammering nails,train
-NjhRZWnryk,87,hammering nails,train
-NkgiV-1kf4,7,opening or closing drawers,train
-NpIi1FoTXo,30,playing piano,train
-NqBTK7nqUs,11,frog croaking,train
-NqBTK7nqUs,40,frog croaking,train
-NromfAJyZs,30,machine gun shooting,train
-Ns61v6GYts,24,woodpecker pecking tree,train
-Ns61v6GYts,39,woodpecker pecking tree,train
-NvDh4fMiWc,30,"playing violin, fiddle",train
-NxXwo4AR4M,74,baltimore oriole calling,train
-NxXwo4AR4M,142,baltimore oriole calling,train
-Nz3X8U7eoM,113,playing badminton,train
-NzAwnp6qdY,30,playing bass guitar,train
-NznnSyx0gU,107,cattle mooing,train
-O0M3sqMNNI,48,car engine starting,train
-OAyRsvFGgc,30,tapping guitar,test
-OBtV-0Pvfw,30,playing acoustic guitar,train
-OChLdShE-Y,30,fireworks banging,train
-OEJFMpQ-ko,159,playing darts,test
-OEwKu4H1FM,4,cat purring,train
-OEwKu4H1FM,15,cat purring,train
-OGq-n_9EYA,39,car engine knocking,train
-OI4VoCS28I,5,dog howling,train
-OI4VoCS28I,57,dog howling,train
-OIY3tRRGwg,10,people sobbing,train
-OJzsMV1G1A,61,chopping wood,test
-OLmAqxvqC0,160,machine gun shooting,train
-OMDb_94-U8,84,playing bassoon,train
-OOLOgPZvvE,10,"bird chirping, tweeting",train
-OQ3KFwzLCI,288,lighting firecrackers,train
-OQ3KFwzLCI,474,lighting firecrackers,train
-ORQcjYFpy0,0,dog growling,train
-ORQcjYFpy0,33,dog growling,train
-OS8Jk3z6j4,0,playing hammond organ,train
-OT1ajYwQcM,26,wood thrush calling,train
-OT1ajYwQcM,154,wood thrush calling,train
-OTbClCJQKs,57,playing glockenspiel,train
-OVKYvvXaeo,27,"engine accelerating, revving, vroom",train
-OWk1q8xH7s,22,"playing violin, fiddle",train
-OXCCrp2Dm8,14,car engine starting,train
-O_i9m2l_gA,30,playing acoustic guitar,train
-OaPFu4pc00,20,playing bass drum,train
-OffILgY7Y4,8,playing tabla,train
-OffILgY7Y4,36,playing tabla,train
-Oo4ZEqUHdU,162,playing erhu,train
-OsJD76IoWU,30,playing cello,train
-OuLM2izvUM,50,female singing,train
-OvE9npEaak,65,playing squash,train
-P53lJ1ViWk,30,driving buses,train
-P6FjBPWv90,40,singing choir,train
-P8WLeZ5mqY,7,pig oinking,train
-PEWKIG4y8s,30,wind noise,train
-PEvnVyaJms,69,tap dancing,train
-PLL_yX58Cw,49,playing bassoon,train
-PN3OIo-oT4,56,ambulance siren,train
-PP5Hx17amY,100,playing flute,train
-PYr_EY1lss,64,machine gun shooting,train
-PYr_EY1lss,201,machine gun shooting,train
-PoXQIZDs0c,20,cap gun shooting,train
-Pulflr_zlc,42,dog baying,train
-PvlrLjIAYo,9,parrot talking,test
-PxHPtMJDkI,17,dog howling,train
-PyXfNxnHKs,110,eating with cutlery,test
-Q-lmvKlMe0,8,playing bongo,train
-Q-lmvKlMe0,20,playing bongo,train
-Q1yBDm5xvc,24,sheep bleating,train
-QCxOCvV1sY,170,playing cymbal,train
-QFRFmDqmpg,39,playing steelpan,train
-QFRFmDqmpg,77,playing steelpan,train
-QIKyCQAFkQ,30,playing acoustic guitar,train
-QIl2uKQpjY,30,female singing,train
-QJvsrQlfFY,4,owl hooting,train
-QJvsrQlfFY,16,owl hooting,train
-QLHjuvpMk4,208,playing tympani,train
-QLHjuvpMk4,325,playing tympani,train
-QLjhPImocQ,110,sloshing water,train
-QMzUFcZM7w,30,playing flute,train
-QWW4GPZYuU,30,playing accordion,train
-QXlQ46HW6A,84,horse neighing,train
-Qap2iJF8pI,30,female singing,train
-Qc-X5dh92k,318,playing squash,train
-QfhZrKnFyI,60,playing table tennis,train
-QiRG_vliUg,5,sheep bleating,train
-QjYRWTAMhM,30,playing acoustic guitar,train
-QlgGKvOyqs,62,lions roaring,train
-QlgGKvOyqs,73,lions roaring,train
-Qs4qdCKnbk,293,"playing steel guitar, slide guitar",train
-QsPqh8Kyrc,170,people running,test
-QxWJR2jXD0,34,playing oboe,train
-R2JRLt3xjc,144,playing snare drum,train
-R2JRLt3xjc,585,playing snare drum,train
-R7YU8bHwBg,20,playing piano,train
-RFnpWg3ETc,30,playing trombone,train
-RGUSEnACXc,30,playing clarinet,train
-RGUSEnACXc,242,playing clarinet,train
-RNbb1ZTu8Y,30,chainsawing trees,train
-RNuOefO5-M,30,playing cymbal,train
-ROt2go3ALY,10,lawn mowing,train
-RP1-cUHLT8,22,cat meowing,train
-RQsgdKdmoo,30,playing acoustic guitar,train
-RRWAri_7ks,35,playing sitar,train
-RUoyECWRO4,34,"playing marimba, xylophone",train
-RYQN6bHb-E,40,basketball bounce,train
-RZrKy8WEng,30,"engine accelerating, revving, vroom",train
-R_g9vp_814,0,playing trombone,train
-R_p6CzWFXc,136,people booing,train
-RdTZWp4ts4,227,cattle mooing,train
-RkqD-6BPlQ,190,playing bass guitar,train
-RmBbZuxWmg,30,playing banjo,train
-RnWcqsgvyc,30,"male speech, man speaking",train
-Ry71a9oPlo,21,canary calling,train
-Ry71a9oPlo,105,canary calling,train
-RzSvIYehkg,477,cricket chirping,train
-S-TDT5oq0Q,290,cattle mooing,test
-S-UKbNggZY,128,playing sitar,train
-S-UKbNggZY,139,playing sitar,train
-S4qeL71ogE,16,car engine knocking,train
-S7iM3Az7wE,30,playing flute,train
-SCrM-xy6U4,30,playing electric guitar,train
-SE3cHFmC4k,20,people screaming,train
-SIR0bMxpzE,15,child singing,train
-SJA7ERoyT4,24,playing trombone,train
-SLFSGPQuXc,12,fireworks banging,train
-SPa5NgtBNE,362,playing volleyball,train
-SRiiIuEYgA,30,male singing,train
-SSeR7KF21U,131,people shuffling,train
-ST1kIYDjVM,166,tapping guitar,train
-ST1kIYDjVM,404,tapping guitar,train
-SUMymLXgrA,20,goose honking,train
-SVAxE4CRhA,145,train whistling,train
-SWs9oP1MKQ,10,"bee, wasp, etc. buzzing",train
-SXN997QxDc,46,civil defense siren,train
-S_vnRSWMhk,0,lions growling,train
-S_x0BC3jyM,370,dog baying,train
-Sd-j0rKeKw,30,dog whimpering,test
-SdAy1I4yMA,160,playing accordion,train
-SkaeD74V8Y,30,helicopter,train
-SlL0NZh51w,20,"engine accelerating, revving, vroom",train
-Sn0rMoBjzM,29,splashing water,train
-Sn0rMoBjzM,73,splashing water,train
-Sna5WJDjnw,52,playing cymbal,train
-StBx31J1As,30,playing acoustic guitar,train
-StHeHGyakY,30,playing piano,train
-SyWyev2PfI,46,dog howling,train
-SyWyev2PfI,77,dog howling,train
-T0f1TSDz-Y,37,people shuffling,train
-T0f1TSDz-Y,210,people shuffling,train
-T1RU8oThuQ,30,skidding,train
-T2LeH21ftI,34,playing tympani,train
-T2LeH21ftI,53,playing tympani,train
-T8R6NZrOUQ,182,scuba diving,train
-T8zbMNxdcw,207,swimming,test
-T9mK2krm2w,30,dog bow-wow,train
-TDLthDbY5c,296,beat boxing,train
-TIr4yEY89k,30,"motorboat, speedboat acceleration",train
-TUZB1d9ofA,163,airplane,train
-TUZB1d9ofA,231,airplane,train
-TZtWSNT9Po,30,"motorboat, speedboat acceleration",train
-TbcaCBA0pI,50,people coughing,train
-Tch5am2RTY,30,playing flute,train
-Tffs838qbA,263,people eating noodle,train
-ThiuDnVGMU,41,playing harp,train
-Tok_g_jgE0,268,rope skipping,test
-Tpb87qlrCE,0,baby laughter,train
-TpqJE2epZo,14,"bird chirping, tweeting",train
-TuA6o40QhY,959,people marching,train
-U4BNk91XrA,30,male singing,train
-U8ZGresQoo,110,goose honking,train
-U8bkbpdVgE,98,cheetah chirrup,train
-U9Iv5Lhb_c,58,airplane flyby,train
-UFKmMjJze4,5,missile launch,train
-UH48WJgxZ8,30,playing electric guitar,train
-UHM1NygnS0,240,playing saxophone,train
-UJjKecbIKU,30,male singing,train
-UKH_6moRZc,180,opening or closing drawers,test
-UKl9H9p2lI,70,car engine starting,train
-URzO1H3bs8,30,sheep bleating,train
-UTm_pQcWDA,40,playing flute,train
-UVOFRthq_c,30,playing flute,train
-U_r3rJsR4o,520,people whispering,train
-UcG6yArKqg,360,"motorboat, speedboat acceleration",train
-UjnbIuJNuI,30,car passing by,train
-UovWhSY-EQ,45,baby crying,train
-Up21SjeKlU,23,playing oboe,train
-Ur-eX5Hnww,30,playing bass guitar,train
-Uuo0G76AoI,29,pig oinking,train
-Uuo0G76AoI,49,pig oinking,train
-UvqdPUERuU,30,playing trombone,train
-UxUAolRV-g,17,ambulance siren,train
-UxUAolRV-g,32,ambulance siren,train
-UxlFmoVuPo,30,dog bow-wow,train
-V-3H5lOA2k,30,lawn mowing,train
-V0DJ8xV9R4,4,cat meowing,train
-V1FhPpoTSU,30,playing bass guitar,train
-V2uLG7pjnc,0,playing clarinet,train
-V2uLG7pjnc,4,playing clarinet,train
-V6EWpcv3Gw,80,wind rustling leaves,train
-V6lKFFF1-s,30,"female speech, woman speaking",train
-V7gqbL91lo,30,"female speech, woman speaking",train
-V9U5F14AVY,40,pumping water,test
-VDS0mYeOYg,30,skidding,train
-VG70q026Bw,30,dog bow-wow,train
-VIDhMaXaSA,100,playing piano,train
-VJYkfG04W4,30,male singing,train
-VKryMKMBtI,30,people sniggering,train
-VPNTD1eV5c,15,"cattle, bovinae cowbell",train
-VSVE-CCMFM,30,male singing,train
-VTAtBy_jiI,40,helicopter,train
-VUjAKtpJeA,24,"playing steel guitar, slide guitar",train
-VVrt0TlG8c,23,male singing,train
-VZ3LiN_qIs,45,playing harmonica,train
-V_8J9yaBko,30,"playing violin, fiddle",train
-Va6UCHNXzs,250,wind chime,train
-Vc_2XxreJU,169,playing trombone,train
-Vc_2XxreJU,243,playing trombone,train
-Ve4yVCpjDk,56,playing snare drum,train
-Ve4yVCpjDk,66,playing snare drum,train
-VfDCxsSq5k,30,singing choir,train
-VlQzQ6e3FA,83,playing bongo,train
-VlQzQ6e3FA,198,playing bongo,train
-Vo4CAMX26U,30,playing didgeridoo,test
-VpYtEHyLm4,191,chimpanzee pant-hooting,test
-VqJVXFnlGE,15,ambulance siren,train
-Vu8x7fsYRk,30,playing banjo,train
-VvCOGy5oTc,0,playing saxophone,train
-VvrEzDDDvY,0,"donkey, ass braying",train
-Vvs_Dq9E98,324,playing badminton,train
-VyLmfnIc5Q,22,driving snowmobile,train
-W3WpZvJX2o,27,bathroom ventilation fan running,test
-W62FZ95BUw,30,people sniggering,train
-W9ZCx9t_8s,30,goose honking,train
-W9fquoJjVU,91,playing trombone,train
-W9fquoJjVU,145,playing trombone,train
-WDLTTRjbuU,183,playing timbales,train
-WE1L6GAx4w,30,playing electric guitar,train
-WHTKFTB5qY,21,tapping guitar,train
-WHTKFTB5qY,74,tapping guitar,train
-WLJlIuYizs,12,"bee, wasp, etc. buzzing",train
-WLJlIuYizs,44,"bee, wasp, etc. buzzing",train
-WNe5HVKJm4,32,playing snare drum,train
-WQdgLxb588,4,pheasant crowing,train
-WR-dcMFrGc,11,dog baying,train
-WR-dcMFrGc,35,dog baying,train
-WSLXgcgxT4,30,playing electric guitar,train
-WV5vrm4Lmk,30,playing harp,train
-WVPBMV_qbY,39,playing volleyball,train
-WX0loEwkOQ,213,typing on computer keyboard,train
-WXEF4sgMNo,30,female singing,train
-WcjGzWVqNU,120,basketball bounce,train
-Wd5YV97ftU,320,skidding,test
-We4pq3tsX0,30,playing snare drum,train
-WfBpEg00XM,437,people slurping,train
-WixpONKM1A,110,playing cello,train
-Wm4-PI6U5o,30,playing piano,train
-WnE2d9e69U,0,cap gun shooting,train
-WoFxHJpMnI,40,"bird chirping, tweeting",train
-WobsZPtZcM,81,mynah bird singing,train
-Wu3bT61aTg,30,child singing,train
-WwAxd-BBrs,0,driving motorcycle,train
-WyTqBcN2OE,24,playing trombone,train
-WyobeAiz5Y,10,"race car, auto racing",train
-X-G_1Mg5Ag,133,playing bugle,train
-X-G_1Mg5Ag,188,playing bugle,train
-X-YXdnHG1g,50,child singing,train
-X0A3uDEbBs,1,pheasant crowing,train
-X1adcYOI4M,282,playing tympani,train
-X2YkS4G4dg,3,tap dancing,train
-X2YkS4G4dg,26,tap dancing,train
-XCPq6aHhIg,128,people battle cry,train
-XCPq6aHhIg,145,people battle cry,train
-XEe7af4gno,30,male singing,train
-XGsWplBxsk,14,skidding,train
-XGut2JYyO0,0,fireworks banging,train
-XIeLSecHSk,584,playing volleyball,train
-XIpY07w9rQ,60,helicopter,train
-XJ1i40XSIw,30,"playing violin, fiddle",train
-XKG_EPSzQY,10,playing bass drum,train
-XL3T2VUZ0k,30,playing acoustic guitar,train
-XO_VLi55tY,2,car passing by,train
-XQGRj-iuRk,30,cat meowing,train
-XRd6yaBDEQ,140,playing trumpet,train
-XRiLbb3Syo,2,police car (siren),train
-XSb0qDoql0,30,train horning,train
-XU4IWPlqOA,460,"female speech, woman speaking",train
-XU_IcknTlw,10,chainsawing trees,train
-XUb2wq5U7E,135,machine gun shooting,train
-XVu2GZypIY,21,chainsawing trees,train
-XW1Bzw0CL0,211,playing glockenspiel,train
-XW1Bzw0CL0,227,playing glockenspiel,train
-XYcKplQG9k,30,playing bass guitar,train
-XbCC_UocHE,0,ambulance siren,train
-XdqpVHyALI,69,wood thrush calling,train
-XnKmrJARpU,20,playing harp,train
-XnPjiPiRAM,41,playing tabla,train
-Xr7HusAEvY,100,playing banjo,train
-XrLFOaZxa0,70,playing flute,train
-Xt6UdhSJd8,30,"motorboat, speedboat acceleration",train
-XtQaVNpXQE,80,people crowd,train
-XwtCzUaN1I,160,playing cymbal,test
-XykdLVnaZE,19,people battle cry,train
-XyyXV_Urss,3,playing clarinet,train
-Y-23Mk-598,279,reversing beeps,train
-Y-UegG9tLw,43,playing cornet,test
-Y-UegG9tLw,282,playing cornet,test
-Y1HRPP7-eE,374,strike lighter,train
-Y1HRPP7-eE,408,strike lighter,train
-Y3ceZ9fEOw,30,car passing by,train
-Y4Hfvm0Y4U,89,playing clarinet,train
-Y6gQUMqhhs,30,toilet flushing,train
-YDp0UT7c94,84,playing bagpipes,train
-YDp0UT7c94,95,playing bagpipes,train
-YH1Oig7K4k,460,playing piano,train
-YIYb7I1RRI,4,dog barking,train
-YL_Cjl--io,29,playing timpani,train
-YL_Cjl--io,40,playing timpani,train
-YOPnHIfQiA,21,parrot talking,train
-YOPnHIfQiA,31,parrot talking,train
-YPVqhA19EU,30,people whispering,train
-YPnzrEQ7hE,228,hair dryer drying,train
-YTcfKZNyEI,30,playing acoustic guitar,train
-Ya10J-H7H0,96,rope skipping,train
-YakLAKrO8c,80,"child speech, kid speaking",train
-YfaQljuwwA,30,horse clip-clop,test
-Yj-NMeHIxM,26,playing trumpet,train
-Yj-NMeHIxM,51,playing trumpet,train
-YjIMKyZsSc,170,playing drum kit,train
-YmL_LVVra0,179,wood thrush calling,train
-Yn8d3VTVXg,12,parrot talking,train
-Yn8d3VTVXg,22,parrot talking,train
-YnLGckapW8,28,"male speech, man speaking",train
-Yohikhl9_c,0,machine gun shooting,train
-Yohikhl9_c,238,machine gun shooting,train
-YpJ_8VuGIc,0,playing bass guitar,train
-YpovYcGB4I,12,cat meowing,train
-Yq_X_sKvYA,270,tractor digging,train
-YrSxLTPdcA,4,underwater bubbling,train
-Yrb1onhsnE,160,playing acoustic guitar,train
-YwZOeyAQC8,70,baby laughter,train
-Yz04GDPqR4,41,playing harmonica,train
-Yz04GDPqR4,54,playing harmonica,train
-Z0VMUfYaSM,280,"race car, auto racing",train
-Z1Dh-f9M7M,126,playing harmonica,train
-Z2JSzfsMZk,50,"race car, auto racing",train
-Z2WesHeKF8,23,playing zither,train
-Z5EdwWjdwg,12,playing ukulele,train
-Z5IUB3it7Q,190,lawn mowing,train
-Z7AklGpogE,1,woodpecker pecking tree,train
-Z7AklGpogE,14,woodpecker pecking tree,train
-ZFKIudtHkw,30,playing trumpet,train
-ZLgW6Td5S0,30,car passing by,train
-ZMb-QiqDJY,30,playing cello,train
-ZMb-QiqDJY,101,playing cello,train
-ZPawlysHnc,30,"playing violin, fiddle",train
-ZRub1poH_I,51,cat meowing,train
-ZRub1poH_I,70,cat meowing,train
-ZVxU_p-J38,21,goose honking,train
-ZVxU_p-J38,38,goose honking,train
-ZWnsmY--wM,501,"subway, metro, underground",train
-ZbSjOGb_sA,210,"bird chirping, tweeting",train
-ZdnG3YWfv0,10,playing french horn,train
-ZeMV790MXE,10,police car (siren),train
-ZiYgIPLCrA,30,lawn mowing,train
-ZjaNVZ1py8,7,playing flute,train
-ZkH4lC2CM0,75,eating with cutlery,train
-ZobEDvRtD8,35,tapping guitar,train
-ZpUc4_zXHQ,30,playing acoustic guitar,train
-ZpfXjmTrI8,30,"male speech, man speaking",train
-ZtoRdOElFs,5,playing badminton,train
-ZwPiL7zpi0,450,playing french horn,train
-_1iuS79vwM,30,playing electric guitar,train
-_1nYnffOkM,13,people battle cry,train
-_3_gYXwmw0,30,people running,train
-_4pavKENfE,30,car passing by,train
-_9NSq4U3nw,298,playing acoustic guitar,train
-_9pg2ryrx4,30,playing banjo,train
-_AQaV5AAMY,214,lathe spinning,train
-_AQaV5AAMY,257,lathe spinning,train
-_Ayj06VeIk,10,"race car, auto racing",train
-_BH-TPpLWk,35,church bell ringing,train
-_BH-TPpLWk,83,church bell ringing,train
-_E-_030mGg,28,people slapping,train
-_JM1Bzvc1Y,59,people burping,train
-_KYvb4aTZY,14,lions roaring,train
-_KYvb4aTZY,29,lions roaring,train
-_MQTCTnTZM,60,splashing water,train
-_SlTgUHaYg,19,playing bagpipes,train
-_SlTgUHaYg,70,playing bagpipes,train
-_VS7sBkRlM,100,playing harp,train
-__L3T1Yv_4,0,fireworks banging,train
-_b8XPVfNZ8,30,printer printing,train
-_doikqlNSY,30,cat meowing,train
-_gaZzFfzDQ,517,airplane flyby,train
-_mqzXgg5eQ,46,ripping paper,train
-_mqzXgg5eQ,89,ripping paper,train
-_obFUvJ83A,8,chopping food,train
-_qiedPt5Hc,57,people marching,train
-_qiedPt5Hc,68,people marching,train
-_rkUIUk374,77,driving snowmobile,train
-_rkUIUk374,155,driving snowmobile,train
-_sjOcNkJns,20,lawn mowing,train
-_tfhYzNlH0,80,cattle mooing,train
-_umX4zgLVY,28,lions growling,test
-_vn-EEFmjw,15,car engine starting,train
-_zC2DaJeys,45,playing trumpet,train
-a-JbQrbxRA,60,playing hammond organ,train
-a7YZ6dQWIc,256,scuba diving,train
-aJ3yKqs-6Q,40,male singing,train
-aKXmJo-c4Y,0,machine gun shooting,train
-aLuigm2N2A,200,playing clarinet,train
-aMHwbGIJzg,10,chainsawing trees,train
-aNuZAnsOKU,190,playing vibraphone,train
-aOxR6ILsw8,0,car engine starting,test
-aQDI85itmg,30,wind noise,train
-aUJLRXkj-Y,118,children shouting,test
-aUbQi149eE,80,"bird chirping, tweeting",train
-aVWxd6fwWo,30,car passing by,train
-aXWYfAdovc,230,"bee, wasp, etc. buzzing",test
-aZy2f09uDA,46,people marching,train
-ac1DBo8VzE,30,lawn mowing,train
-ad3bKBKJD4,129,playing bass drum,train
-adpq1zKs_E,39,people cheering,train
-aeUUfbla8c,30,"male speech, man speaking",train
-ag2m3fHOzs,10,"bird chirping, tweeting",train
-ag9OCw9PUM,30,"engine accelerating, revving, vroom",train
-ahgvCmiECM,30,machine gun shooting,train
-aioiFslo64,29,scuba diving,train
-aq_y3VgkPU,30,playing electric guitar,train
-asB1JaTIy4,30,driving buses,train
-au4E_nffzk,428,playing volleyball,train
-au7F5reGTI,140,people humming,train
-awIyiZCQzc,30,playing acoustic guitar,train
-azIDjC361w,30,"playing marimba, xylophone",train
-bBaZT4tEko,645,playing cornet,train
-bBaZT4tEko,767,playing cornet,train
-bDjNRAo220,115,playing timpani,train
-bDjNRAo220,135,playing timpani,train
-bI2-J8lyQY,0,car engine knocking,train
-bK6zHrlQjw,30,"male speech, man speaking",train
-bKm6q-eipI,30,"male speech, man speaking",train
-bP8hV6qkWc,0,playing cymbal,train
-bUFzBa8rKw,100,people cheering,train
-bZsTPn9IM4,170,people sobbing,train
-b_KQILukFU,30,child singing,train
-b_s4tL-z8k,170,lions growling,train
-b_vZ5POeYc,30,"vehicle horn, car horn, honking",train
-ba9ATvjn08,100,people marching,train
-bat8gnjre8,53,people booing,train
-bgIiv3J97I,150,cattle mooing,train
-bgQF1NvhXk,30,car passing by,train
-bhELtOBNwY,30,playing harp,train
-bhIpeS3bgQ,5,cat purring,train
-bhIpeS3bgQ,27,cat purring,train
-bi0SFPntUA,763,telephone bell ringing,train
-bkkvIVZx5c,64,"ice cream truck, ice cream van",train
-bphV2LJ19k,3,playing glockenspiel,train
-bphV2LJ19k,20,playing glockenspiel,train
-brrMInIKVE,30,playing electric guitar,train
-btIdbyhNGM,210,playing cello,train
-bxI3HLANw0,70,bird squawking,train
-bzPpAdXkOU,341,playing harp,train
-bzyp1IVTXw,30,playing electric guitar,train
-c-39Bten_E,791,playing double bass,train
-c-39Bten_E,821,playing double bass,train
-c-jsQoG4Aw,360,playing drum kit,train
-c0P9j5Qcmw,70,people sniggering,train
-c0Rx34zuh0,91,playing didgeridoo,train
-c3p4g-MQiQ,457,people slurping,train
-c7lpU-_-V8,30,"motorboat, speedboat acceleration",train
